Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
5/4/2010 4:44:49,"both: rhymes with oath and there is no ""L"" sound",Chicago,rural Illinois,USA,11415,"Thank you. Growing up in Moline, Illinois left me with rural speech coupled
with the hope of the sky is the limit. I am lucky to be in America where choice
is wide and opportunity great no matter the language.

"
5/4/2010 4:55:52,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,USA,48091,
5/4/2010 5:11:34,"boaf: rhymes with ""oaf"" or ""loaf""",homewood,IL,FRANCE,60430,
5/4/2010 5:19:38,"both: rhymes with oath and there is no ""L"" sound","""not sure""",New England,USA,3853,
5/4/2010 5:32:05,"both: rhymes with oath and there is no ""L"" sound",Scranton,PA,USA,14468,
5/4/2010 5:36:46,"both: rhymes with oath and there is no ""L"" sound",Bridgeport,WV,USA,26330,
5/4/2010 5:40:14,"both: rhymes with oath and there is no ""L"" sound",Cleveland oh,Ct,U.s.7,76490,
5/4/2010 6:02:44,"both: rhymes with oath and there is no ""L"" sound",Baltimore,Maryland,USA,2906,"i grew up in baltimore, but have lived in providence, ri, since 1961, when i was 20.  since my mother was a second grade teacher, i managed to escape most dialectal pronunciation idiosyncracies, and i also have a degree in linguistics, so i don't know whether this skews my answer.
(but i was definitely born below the ""greasy-greazy line"" and insist that ""grease"" is a noun, ""greaze"" is a verb, and ""greazy"" is the adjective.
i really enjoy your column."
5/4/2010 6:04:22,"both: rhymes with oath and there is no ""L"" sound",nyc,ny,usa,33143,
5/4/2010 6:07:58,"both: rhymes with oath and there is no ""L"" sound",Stevens Point,Wisconsin,USA,54481,
5/4/2010 6:44:36,"both: rhymes with oath and there is no ""L"" sound",st. louis,MO,USA,63123,
5/4/2010 6:46:55,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Houston,Texas,USA,77584,
5/4/2010 6:47:21,"both: rhymes with oath and there is no ""L"" sound",Eureka,California,United States of America,95503,
5/4/2010 6:49:33,"both: rhymes with oath and there is no ""L"" sound",ft. smith,Arkansas,United States,72712,
5/4/2010 6:50:07,"both: rhymes with oath and there is no ""L"" sound","Lansdale, PA",Pennsylvania,US,currently 20910,
5/4/2010 7:00:58,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,55904,
5/4/2010 7:21:01,"both: rhymes with oath and there is no ""L"" sound",Kansas City,MO,USA,38103,
5/4/2010 7:47:57,"both: rhymes with oath and there is no ""L"" sound",Calgary,Alberta,Canada,M1P 4X4,
5/4/2010 8:01:13,"both: rhymes with oath and there is no ""L"" sound",Youngstown,Ohio,USA,90745,
5/4/2010 8:02:26,"both: rhymes with oath and there is no ""L"" sound",Waco,Texas,US,802,
5/4/2010 8:03:48,"both: rhymes with oath and there is no ""L"" sound",Memphis,Tennessee,USA,47403,
5/4/2010 8:38:14,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,California,America,90505,I have a British Dad and a New Yorker Mom. Take that into consideration. 
5/4/2010 8:58:47,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,United States,92677,
5/4/2010 9:38:06,"both: rhymes with oath and there is no ""L"" sound",Cleveland,Ohio,USA,33131,"Grew up in Cleveland, OH; currently live in Miami, FL."
5/4/2010 9:43:52,"both: rhymes with oath and there is no ""L"" sound",Statesville,NC,United States,28694,"I feel that the dialect of those around us affects us remarkably as we ""pick up"" accents, and have to work to retain proper English.  I live in the mountains of West Jefferson, NC and I find that to be particularly true living here."
5/4/2010 9:49:24,"both: rhymes with oath and there is no ""L"" sound",Saskatoon,Saskatchewan,Canada,S7J 3K1,
5/4/2010 10:09:04,"both: rhymes with oath and there is no ""L"" sound",New York City,New York,U>S>,30506,"I'm surprised to learn there is anywhere a locale where an ""L"" sound finds its way into ""both."" Although born, educated and domiciled for 30-odd years in the New York metropolitan area, at various times I've lived in the Chicago area, Montreal, South Florida )Dade and Broward Counties) and Atlanta, and I've never been aware of anyone pronouncing the word that way."
5/4/2010 10:11:51,"both: rhymes with oath and there is no ""L"" sound",Chicago suburbs,Illinois,United States,60436,
5/4/2010 10:16:32,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Monticello,IL,United States,61821,
5/4/2010 10:18:34,"both: rhymes with oath and there is no ""L"" sound",San Francisco,CA,USA,91601,"Never heard anyone add an ""L"" to the word ""both"" but have heard it pronounced with an ""F"" sound at the end.  Usually by children or the less educated."
5/4/2010 10:48:44,"both: rhymes with oath and there is no ""L"" sound",New York,Urban East Coast,USA,10025,"Almost Brit-shaped ""o"" from drama training."
5/4/2010 11:06:27,"both: rhymes with oath and there is no ""L"" sound",around Hampshire,Hampshire,England,p016 7dz,
5/4/2010 12:24:36,"both: rhymes with oath and there is no ""L"" sound",Lebanon,IN,USA,46052,Raised in North Georgia and lived most of adult life in the Roanoke Valley of Virginia.
5/4/2010 13:21:14,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,USA,48228,My parents are from the south and I have some southern pronounciations also.
5/4/2010 13:32:19,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,New Jersey (South Jersey),USA,7306,I never heard anyone say bolth.
5/4/2010 13:47:51,"both: rhymes with oath and there is no ""L"" sound",Stockholm,Sweden,Sweden,14346,
5/4/2010 13:54:47,"both: rhymes with oath and there is no ""L"" sound",London,North Wales,Germany,58313,
5/4/2010 15:00:55,"both: rhymes with oath and there is no ""L"" sound",Baltimore,Maryland,USA,33917,
5/4/2010 15:32:45,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,14502,"the zip code won't match the state, since I live in 14502 but don't consider that to be where I am from."
5/4/2010 16:15:20,"both: rhymes with oath and there is no ""L"" sound",Sydney,New South Wales,Australia,2000,I'm rather stunned that there is any other way to pronounce it.
5/4/2010 17:26:48,"both: rhymes with oath and there is no ""L"" sound",chicago,Northern Illinois,usa,60013,
5/4/2010 17:51:53,"both: rhymes with oath and there is no ""L"" sound","Portland, OR",Oregon,USA,97211,
5/4/2010 19:13:09,"both: rhymes with oath and there is no ""L"" sound",Richmond,Indiana,Wayne,47374,
5/4/2010 23:13:28,"both: rhymes with oath and there is no ""L"" sound",Quezon City,Metro Manila,Philippines,1103,
5/4/2010 23:22:46,"both: rhymes with oath and there is no ""L"" sound",Melbourne,Victoria,Australia,3450,
5/5/2010 4:30:44,"both: rhymes with oath and there is no ""L"" sound",chicago,Illinois,usa,77058,
5/5/2010 5:00:27,"both: rhymes with oath and there is no ""L"" sound",Manchester,Manchester,UK,WA14 5UZ,"I live near Manchester, but my accent is mostly from where I used to live, near Sheffield, South Yorkshire.

Having said that, the way I pronounce 'both' is most likely from where I grew up, which is in Wiltshire in the south of the UK.

The Yorkshire pronunciation is more like 'borth'.

"
5/5/2010 6:09:16,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,55104,
5/5/2010 6:16:02,"both: rhymes with oath and there is no ""L"" sound",Detroit,MI,USA,48091,
5/5/2010 6:41:29,"both: rhymes with oath and there is no ""L"" sound",Hartford,Connecticut,USA,2143,
5/5/2010 9:49:02,"both: rhymes with oath and there is no ""L"" sound","Edmonton, Alberta",Alberta,Canada,T6G 2P2,
5/5/2010 11:54:42,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,Mid-Atlantic,USA,20782,"I've moved around a lot in my lifetime, tho all in the US."
5/5/2010 13:43:46,"both: rhymes with oath and there is no ""L"" sound",Simi Valley,California,United States,91311,
5/5/2010 13:49:03,"both: rhymes with oath and there is no ""L"" sound",los angeles,CA,USA,90404,
5/5/2010 16:19:04,"both: rhymes with oath and there is no ""L"" sound",Troy,NY,US,13104,I have never heard it pronounced any other way (except possibly in jest).
5/5/2010 18:29:11,"both: rhymes with oath and there is no ""L"" sound",new york,nj,usa,2176,
5/5/2010 20:04:05,"both: rhymes with oath and there is no ""L"" sound",Syracuse,NY,US,23502,
5/6/2010 9:58:37,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,USA,11201,
5/6/2010 9:59:01,"both: rhymes with oath and there is no ""L"" sound","Elizaville, Kentucky, near Lexington",Kentucky,United States,21214,"I grew up in Appalachia but never had a particularly strong regional accent, and the way I speak today does not generally betray my origins. "
5/6/2010 10:15:49,"both: rhymes with oath and there is no ""L"" sound",Redwood City,California,USA,95621,
5/6/2010 10:18:32,"both: rhymes with oath and there is no ""L"" sound","Eau Claire, WI",Wisconsin,U.S.,53562,
5/6/2010 11:19:33,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,USA,90260,
5/6/2010 12:21:48,"both: rhymes with oath and there is no ""L"" sound","Chicago, illinois",midwest - chicago,USA,91902,"lived in chicago 'till i was 15. moved to san diego california in 1955.lived here ever since. wife can still detect what she calls a chicago accent. how could you pronounce ""both"" with an L sound? you could pronounce it with a black dialect sound of boff with no T sound. As in:

we boff gonna go. as opposed to

we are both going. 

 "
5/6/2010 12:47:03,"both: rhymes with oath and there is no ""L"" sound",st paul,minnesota,usa,27510,
5/6/2010 14:46:20,"both: rhymes with oath and there is no ""L"" sound",St. Louis,Missouri,USA,63135,
5/6/2010 16:26:22,"both: rhymes with oath and there is no ""L"" sound","Scranton, PA",Pennsylvania,USA,18504,
5/6/2010 19:59:26,"both: rhymes with oath and there is no ""L"" sound",Ephrata,Pennsylvania,USA,17578,
5/6/2010 20:13:37,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,PA,USA,77479,
5/7/2010 4:32:40,"both: rhymes with oath and there is no ""L"" sound",Boise,Idaho,USA,83702,"This is interesting stuff.  Do you know what a 'borrow (barrow) pit is, in Idaho/Northern Utah?"
5/7/2010 4:33:02,"both: rhymes with oath and there is no ""L"" sound",Boise,Idaho,USA,83702,"This is interesting stuff.  Do you know what a 'borrow (barrow) pit' is, in Idaho/Northern Utah?"
5/7/2010 13:29:50,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",merrillville,in,usa,75007,
5/7/2010 13:33:08,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Nashville,IL,USA,37027,
5/7/2010 15:24:18,"both: rhymes with oath and there is no ""L"" sound",london,england,england,3802,
5/7/2010 17:38:31,"both: rhymes with oath and there is no ""L"" sound",New York, North East,USA,20011,
5/8/2010 20:25:28,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,southwestern U.S.,U.S.A.,92869,
5/9/2010 0:19:08,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,60090,
5/9/2010 10:10:18,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,CA,United States,92782,"In my 60s, I'm a fourth generation Californian.  I can't imagine how else it could be pronounced! Non of the other choices makes any sense to me as a native speaker of American English."
5/9/2010 11:06:59,"both: rhymes with oath and there is no ""L"" sound",Monroe,Louisiana,US,92111,
5/9/2010 13:54:38,"both: rhymes with oath and there is no ""L"" sound",Sault Ste. Marie,Ontario,Canada,p6c4l5,
5/9/2010 15:16:45,"both: rhymes with oath and there is no ""L"" sound",Schenectady,New York,USA,12302,
5/9/2010 18:47:48,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,USA,19460,
5/9/2010 19:48:01,"both: rhymes with oath and there is no ""L"" sound",Stamford,Connecticut; New England,United States,6111,"Interesting survey, as I just heard 2 people say the word ""both"" differently than I do over the past weekend.  I have been raised in Connecticut (in the United States) by two parents born and raised in India.  My parents went to dual-language medium schools and learned English in India. "
5/9/2010 20:47:44,"both: rhymes with oath and there is no ""L"" sound",San Diego/Fort Lauderdale,North America,USA,33324,"My family is from Puerto Rico, and I was a military brat. I moved every two years, so I lived all over North America.  It's difficult to pinpoint exactly ""what state, province, or official national region I consider myself to be from.""
"
5/9/2010 20:49:12,"both: rhymes with oath and there is no ""L"" sound",Alexandria,Minnesota,usa,55807,
5/10/2010 11:34:22,"both: rhymes with oath and there is no ""L"" sound",Wilkes-Barre,Pennsylvania,USA,18702,
5/10/2010 13:48:11,"both: rhymes with oath and there is no ""L"" sound",New York,New England,USA,5733,
5/10/2010 18:54:40,"both: rhymes with oath and there is no ""L"" sound",Boston,New England,USA,19399,
5/10/2010 22:11:08,"both: rhymes with oath and there is no ""L"" sound","Camden, NJ",New Jersey,USA,8094,
5/11/2010 10:33:49,"both: rhymes with oath and there is no ""L"" sound",hartford,ct,usa,6074,
5/11/2010 11:14:53,"both: rhymes with oath and there is no ""L"" sound",pittsburg,kansas,usa,66762,I hate when people say bolth!!
5/11/2010 15:32:12,"both: rhymes with oath and there is no ""L"" sound",princeton,new jersey,usa,0,
5/11/2010 16:54:09,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,USA,85226,
5/11/2010 20:59:51,"both: rhymes with oath and there is no ""L"" sound",oklahoma city,oklahoma,ok,73130,
5/11/2010 21:29:44,more than one way,Chicago,Illinois,US,78704,"I've found myself to say variably ""I would like them boath"" and ""I would like bowlth of them,"" dependent on the other sounds around the word. It also changes if an ""of"" after both becomes an ""uh"" sound, like, ""boath'a them"". Conspicuously absent from the options is a true Chicago choice, one who would say ""I like em' boat"" or ""the boat'a ya's"" (for both of you). "
5/12/2010 12:57:45,"both: rhymes with oath and there is no ""L"" sound",Sacramento,CA,US,956963,
5/13/2010 11:05:08,"both: rhymes with oath and there is no ""L"" sound","Dallas, TX",Texas,USA,75041,
5/13/2010 15:41:53,"both: rhymes with oath and there is no ""L"" sound",Costa Mesa,California,USA,92627,
5/14/2010 6:04:19,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,USA,48430,I had two comments but I forgot both of them.
5/14/2010 14:41:44,"both: rhymes with oath and there is no ""L"" sound",San Francisco,California,USA,92021,
5/14/2010 23:08:53,"both: rhymes with oath and there is no ""L"" sound",Dayton,Ohio,Montgomery,94110,
5/15/2010 6:38:50,"both: rhymes with oath and there is no ""L"" sound",chennai,tamil nadu,india,6000028,
5/16/2010 7:51:15,"both: rhymes with oath and there is no ""L"" sound",New York,Adirondack Mountains,USA,10968,BOWLTH???  Not on this planet!
5/16/2010 9:36:09,"both: rhymes with oath and there is no ""L"" sound",Tucson,Arizona,USA,63303,
5/16/2010 11:27:51,"both: rhymes with oath and there is no ""L"" sound",Kingston-upon-Thames,Surrey,England,DL10 7HN ,
5/17/2010 12:52:20,"both: rhymes with oath and there is no ""L"" sound",jonesboro,ARKANSAS,UNITED STATES,72401,
5/17/2010 13:33:45,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,22307,"I grew up in northern Illinois, but have lived in New England and, for the last thirty years, in the Virginia suburbs outside of Washington, D.C. I never had a Chicago accent and along the way apparently have lost whatever mid-western accent I might have had such that I have been told that my speech has no definable U.S. regional characteristics."
